,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
1206,你是空你是空 - 刘士鸣,161.49902340000003,Dance,国语,2020/6/23,negative,peaceful,1,0,0
1207,呼吸决定 - 网络歌手,129.1992188,Pop,国语,2020/5/9,negative,happy,1,0,0
1208,感谢缘分让我们相遇 - DJ,129.1992188,hiphop,国语,2000/10/6,positive,sad,1,0,0
1209,再度重相逢 (中四版) - 伍佰&China Blue,107.6660156,hiphop,,,,happy,1,0,0
1210,有什么可惜（烟嗓版） - 张萨,107.6660156,Pop,国语,2020/5/16,negative,peaceful,1,0,0
1211,花都开了你来不来 - 艾丽娅琪琪格,151.99908090000002,hiphop,国语,2020/5/19,positive,peaceful,1,0,0
1212,单车 - 庄心妍,129.1992188,Pop,粤语,2001/3/29,positive,happy,1,0,0
1213,凤凰展翅 (DJ小黑版) - 司徒兰芳、小黑,123.046875,hiphop,国语,2020/2/18,positive,mad,1,0,0
1214,愿得一人心 - 赵海洋,95.703125,Pop,国语,2012/9/22,positive,sad,1,0,0
1215,洪荒之力 (改版) - 沐泽,112.3471467,hiphop,纯音乐,2019/9/18,positive,happy,1,0,0
1216,The Cure - 泽亦龙,99.38401442,hiphop,英语,2017/4/16,positive,mad,1,0,0
1217,sans. - Toby Fox,129.1992188,hiphop,纯音乐,2015/9/15,positive,happy,1,0,0
1218,风的季节 - 梦涵、梦涵,103.359375,Pop,粤语,2009/4/9,positive,happy,1,0,0
1219,For the Damaged Coda - Blonde Redhead,143.5546875,country,纯音乐,2000/6/6,positive,sad,1,0,0
1220,走江南 - 亦伊,89.10290948,Pop,国语,2017/10/12,positive,mad,1,0,0
1221,情深深雨濛濛 (片段) - 鱼大仙儿,99.38401442,blues,,,,happy,1,0,0
1222,灰姑娘 - 卓依婷,123.046875,Pop,国语,1994/6/1,negative,happy,1,0,0
1223,孤芳自赏 - 网络歌手,86.1328125,rock,国语,2019/8/1,positive,happy,1,0,0
1224,花雨落 - 任然,129.1992188,Pop,国语,2019/4/26,negative,mad,1,0,0
1225,Where Is Your Love - J. Lisk,117.4538352,Dance,英语,2017/2/6,positive,peaceful,1,0,0
1226,Time Back - 虞姬、圈妹,117.4538352,hiphop,纯音乐,2020/5/9,positive,happy,1,0,0
1227,The D Machine (DJ版) - Croatia Squad,123.046875,hiphop,国语,2020/6/24,,happy,1,0,0
1228,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,hiphop,,,negative,happy,1,0,0
1229,想起了你 (片段) - 王恰恰,103.359375,pop,,,positive,happy,1,0,0
1230,杨花落尽子规啼 - G2er、黄诗扶、国风堂,143.5546875,rock,国语,2019/5/23,positive,peaceful,1,0,0
1231,大眼睛 - 梁红,123.046875,Pop,国语,2004/12/29,negative,mad,1,0,0
1232,再度重相逢 - 伍佰&China Blue,107.6660156,hiphop,国语,2000/10/6,positive,happy,1,0,0
1233,其实我想说的还有很多 - 鱼大仙儿,129.1992188,blues,国语,2019/6/24,negative,peaceful,1,0,0
1234,宠护 - 王理文,83.35433468,Pop,国语,2018/7/27,positive,peaceful,1,0,0
1235,三国恋 - Tank,75.99954044,metal,国语,2006/2/24,positive,happy,1,0,0
1236,Another Day - C.A.R.L（칼）、RuDi,129.1992188,Soundtrack,韩语,2019/7/14,positive,mad,1,0,0
1237,緊張 - 六三四,75.99954044,metal,国语,2019/9/9,positive,happy,1,0,0
1238,我应该去爱你 (DJ版) - 兮姐,103.359375,Pop,纯音乐,2020/5/20,positive,happy,1,0,0
1239,国王与乞丐 - 华晨宇、杨宗纬,73.828125,Pop,国语,2017/1/1,negative,happy,1,0,0
1240,浪子回头 - 大石桥联盟,123.046875,Rock,闽南语,2017/7/28,positive,happy,1,0,0
1241,情歌虽老却动听 - 小阿龍,99.38401442,Pop,国语,2020/6/5,positive,happy,1,0,0
1242,嚣张 - en,107.6660156,blues,国语,2019/8/7,negative,sad,1,0,0
1243,情歌虽老却动听 - 花姐,99.38401442,Pop,国语,2020/6/5,negative,happy,1,0,0
1244,妹妹你等着我 - 德惠他宝哥,99.38401442,hiphop,国语,2020/6/10,positive,happy,1,0,0
1245,情深深雨濛濛 - 鱼大仙儿,99.38401442,blues,国语,2001/3/1,negative,happy,1,0,0
1246,Oops - Little Mix、Charlie Puth,103.359375,Pop,英语,2016/11/18,positive,happy,1,0,0
1247,Oops - Little Mix、Charlie Puth,103.359375,Pop,英语,2016/11/18,positive,happy,1,0,0
1248,Oops - Little Mix、Charlie Puth,103.359375,Pop,英语,2016/11/18,positive,happy,1,0,0
1249,青春里不知疲倦的向往 - 张茜,117.4538352,Pop,国语,2019/8/6,positive,sad,1,0,0
1250,想让全世界知道我爱你 - 兮涵、DJ泽安,129.1992188,Dance,国语,2017/8/30,positive,mad,1,0,0
1251,只要你还需要我 (DJ何鹏版) - 小曼、何鹏,129.1992188,hiphop,,,,mad,1,0,0
1252,野狼disco (粤语版片段) - 很美味,99.38401442,Rap/HipHop,国语,2019/9/2,positive,happy,1,0,0
1253,点歌的人 - 黑妹,78.30255682,blues,国语,2020/3/21,positive,happy,1,0,0
1254,渡情 (加快版DJ) - 左宏元、张慧清,123.046875,Dance,国语,2020/5/18,positive,happy,1,0,0
1255,爱情里没有谁对谁错 - 吉他的天空,89.10290948,metal,国语,2008/1/29,negative,happy,1,0,0
1256,容我自救 - 岑日珈,117.4538352,Pop,纯音乐,2020/4/25,positive,peaceful,1,0,0
1257,MFBTY (Remix) - 肖宇帆,151.99908090000002,hiphop,,,,mad,1,0,0
1258,Señorita - Shawn Mendes、Camila Cabello,135.9991776,Pop,英语,2020/1/17,positive,peaceful,1,0,0
1259,伟大的肩膀 - 新旭,89.10290948,Rap/HipHop,国语,2011/9/20,negative,happy,1,0,0
1260,상어를 사랑한 인어 (爱上鲨鱼的人鱼) - 赵冠宇,92.28515625,country,韩语,2005/12/23,positive,happy,1,0,0
1261,走着走着花就开了 - 卓舒晨,103.359375,Pop,国语,2018/12/15,positive,happy,1,0,0
1262,风筝误 - 刘珂矣,151.99908090000002,Pop,国语,2016/1/5,positive,happy,1,0,0
1263,洪荒之力 - 沐泽,112.3471467,hiphop,纯音乐,2018/11/23,positive,happy,1,0,0
1264,大天蓬 - 有幸来过,78.30255682,Pop,国语,2020/1/19,negative,peaceful,1,0,0
1265,酒醉的蝴蝶 - 崔伟立,151.99908090000002,hiphop,国语,2019/8/7,negative,happy,1,0,0
1266,两个世界 (片段) - 张茜,86.1328125,blues,,,,sad,1,0,0
1267,只宠你一人 - 张厦、曾媛媛,103.359375,Pop,国语,2018/2/8,positive,mad,1,0,0
1268,我应该去爱你 - 兮姐,103.359375,Pop,国语,2012/8/24,positive,happy,1,0,0
1269,天也不懂情 - 馒小蛮同学,151.99908090000002,Pop,国语,2020/3/5,positive,happy,1,0,0
1270,爱情错觉 (DJ小鱼儿版) - 半吨兄弟,129.1992188,hiphop,,,,sad,1,0,0
1271,下山 - 要不要买菜,83.35433468,Pop,国语,2020/7/15,positive,happy,1,0,0
1272,正宗老王 (片段) - 最佳男配角,92.28515625,jazz,,,,mad,1,0,0
1273,只要你过得比我好 - 群星,80.74951172,Pop,国语,1989/2/1,positive,happy,1,0,0
1274,蜗牛与黄鹂鸟 - 卓依婷,129.1992188,Pop,国语,1997/9/7,positive,mad,1,0,0
1275,And The Winner Is - Gérard Darmon,143.5546875,Pop,法语,2008/12/9,negative,sad,1,0,0
1276,凉凉 - 杨宗纬、张碧晨,73.828125,Soundtrack,国语,2017/2/18,negative,happy,1,0,0
1277,小雨と君 (小雨和你) - 荒木毬菜,143.5546875,country,,,,peaceful,1,0,0
1278,下个路口见 - 未知,99.38401442,hiphop,,,,happy,1,0,0
1279,最快换装舞 (DJ版) - 刘士鸣,161.49902340000003,Dance,纯音乐,2020/6/29,positive,peaceful,1,0,0
1280,我的天空 (加长版) - 刘至佳,117.4538352,Soundtrack,国语,2013/6/14,negative,happy,1,0,0
1281,不配怀念 - 熊婷婷,129.1992188,Dance,国语,2020/3/24,negative,happy,1,0,0
1282,胖子多棒 (女声版片段) - 网络歌手,129.1992188,blues,国语,2020/6/12,positive,happy,1,0,0
1283,让我做你的眼睛 (弹鼓版)(DJ王雨笙版) - 子芮,129.1992188,Pop,国语,2020/4/7,negative,sad,1,0,0
1284,欢喜就好 - 陈雷,129.1992188,Pop,闽南语,1994/4/1,positive,happy,1,0,0
1285,鬼迷心窍 - 师硕晗,60.09265988,Pop,国语,2003/3/14,positive,happy,1,0,0
1286,Wild (Perfect Mix) - 王雨笙,107.6660156,Electronica,英语,2017/1/20,negative,mad,1,0,0
1287,黯 (伴奏) - 枫聆,78.30255682,Rap/HipHop,纯音乐,2020/4/18,positive,peaceful,1,0,0
1288,금요병 - 达多,103.359375,Alternative,韩语,2017/7/17,negative,sad,1,0,0
1289,爱成叹息 (DJ邱国新版) - 冷漠、杨小曼、邱国新,135.9991776,rock,,,,happy,1,0,0
1290,Breath - pluko、pronouncedyea,135.9991776,rock,韩语,2020/6/28,positive,happy,1,0,0
1291,漫步人生路 - 邓丽君、汪金金先生鸭,89.10290948,Pop,粤语,2020/7/10,positive,happy,1,0,0
1292,星月糖 - 黎林添娇,95.703125,Pop,国语,2020/5/16,positive,peaceful,1,0,0
1293,梅花泪 (并四版) - 孙嫣然,161.49902340000003,Pop,国语,2016/7/25,negative,sad,1,0,0
1294,Lollipop (Karaoke Version) - Vee Sing Zone,99.38401442,Pop,纯音乐,2017/1/15,positive,happy,1,0,0
1295,黄梅戏 (DJ Candy版) - 慕容晓晓、Candy,129.1992188,hiphop,,,,mad,1,0,0
1296,你是上天给我的礼物 (DJ何鹏版) - 星月组合,112.3471467,Pop,国语,2016/5/12,positive,mad,1,0,0
1297,我和你 - 皮卡丘多多,135.9991776,Pop,国语,2020/5/1,negative,peaceful,1,0,0
1298,Wild - 王雨笙,107.6660156,Electronica,英语,2017/1/20,negative,happy,1,0,0
1299,疯狂爱爱爱 (广场舞) - 慕容晓晓、办桌二人组,129.1992188,hiphop,,,,happy,1,0,0
1300,白天的月亮 (广场舞) - 春花秋月,117.4538352,hiphop,国语,2016/1/5,positive,happy,1,0,0
1301,最美的伤口 (Live片段) - 张禾禾、大石桥联盟蓝天晨、雨萱、北北,92.28515625,blues,,,,sad,1,0,0
1302,无言的结局 - 杜晓峰、郭芷伲,135.9991776,Pop,国语,1998/11/2,negative,happy,1,0,0
1303,我多想回到那个夏天 - 虞姬、圈妹,123.046875,Soundtrack,纯音乐,2020/6/1,positive,sad,1,0,0
1304,Treasure boy - 沈偌曦,129.1992188,Rap/HipHop,国语,2019/8/6,positive,mad,1,0,0
1305,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,国语,2020/4/29,positive,happy,1,0,0
1306,Brad Breeck - 怪诞小镇op.音乐盒版 - 之乐而乐,135.9991776,country,,,,sad,1,0,0
1307,情难渡 - 文静,135.9991776,hiphop,国语,2019/8/22,negative,happy,1,0,0
1308,点歌的人 - 黄玉娇,78.30255682,blues,国语,2020/3/21,positive,happy,1,0,0
1309,男人花 (片段) - 张茜,69.83741554,Pop,国语,2015/1/7,positive,happy,1,0,0
1310,一晃就老了 (DJ版) - 民工乞哥,129.1992188,hiphop,国语,2017/9/20,negative,happy,1,0,0
1311,情花几时开 (DJheap九天版) - 魏新雨,117.4538352,Pop,国语,2020/1/8,negative,happy,1,0,0
1312,爱 存在 (DJ版) - 未知,123.046875,hiphop,,,negative,happy,1,0,0
1313,让我做你的眼睛 - 子芮,129.1992188,Pop,国语,2018/8/27,negative,sad,1,0,0
1314,三大烟嗓音网红pk《狂浪》这首歌!谁的最狂浪? - 未知,117.4538352,Pop,国语,2018/12/5,,mad,1,0,0
1315,白狐 - 小阿枫,66.25600962,Pop,国语,2007/10/28,positive,happy,1,0,0
1316,今夜我一个人醉 - 徐婧,86.1328125,Pop,国语,2018/10/15,positive,happy,1,0,0
1317,"以前打扰了,以后不会了 (DJ版) - 黄静美",129.1992188,hiphop,国语,2019/5/7,negative,happy,1,0,0
1318,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,,,positive,happy,1,0,0
1319,你莫走 (DJ版) - 山水组合,117.4538352,hiphop,,,positive,happy,1,0,0
1320,处处吻 - 杨千嬅,117.4538352,country,粤语,2004/12/1,positive,happy,1,0,0
1321,Love Story (2015 1989世界巡回演唱会悉尼站) - Taylor Swift,123.046875,rock,,,,happy,1,0,0
1322,万有引力 (片段) - 原来是萝卜丫,92.28515625,blues,,,,peaceful,1,0,0
1323,High Emotions - El Regalo De Silvia,172.265625,Jazz,纯音乐,1994/1/2,positive,peaceful,1,0,0
1324,黄梅戏 - 慕容晓晓,129.1992188,hiphop,国语,2010/9/10,positive,mad,1,0,0
1325,桃花朵朵开 - 你的九儿,129.1992188,Pop,国语,2006/1/1,positive,happy,1,0,0
1326,总在一瞬间长大 (DJ版) - 韩子曦,161.49902340000003,rock,,,,happy,1,0,0
1327,凤凰花开的路口 - 师硕晗,135.9991776,Pop,国语,2008/7/24,positive,sad,1,0,0
1328,雨过之后 (DJ女声版片段) - DJ,129.1992188,Dance,国语,2020/7/8,,sad,1,0,0
1329,疯狂爱爱爱 - 慕容晓晓、办桌二人组,129.1992188,hiphop,国语,2013/1/1,positive,happy,1,0,0
1330,感官先生 (片段) - 戴羽彤,107.6660156,Pop,国语,2019/7/5,negative,sad,1,0,0
1331,大王叫我来巡山 - 流浪的蛙蛙,123.046875,Soundtrack,国语,2015/11/11,positive,happy,1,0,0
1332,好喜欢你 - 王广允,92.28515625,rock,国语,2019/4/9,positive,mad,1,0,0
1333,小小新娘花 (广场舞) - 云菲菲,161.49902340000003,hiphop,,,,happy,1,0,0
1334,能被抢走的都是垃圾 - 69,129.1992188,Dance,纯音乐,2020/5/11,positive,sad,1,0,0
1335,Come On - Turtles,123.046875,Pop,英语,2018/3/23,,sad,1,0,0
1336,情花几时开 - 魏新雨,117.4538352,Pop,国语,2020/1/8,negative,happy,1,0,0
1337,棉花糖 - 黑崎子,129.1992188,hiphop,,,,happy,1,0,0
1338,大笨钟 (片段) - Zealot周星星,123.046875,blues,国语,2020/6/12,negative,happy,1,0,0
1339,包容 - 思思,112.3471467,country,国语,2010/7/29,positive,happy,1,0,0
1340,Kimi No Toriko (抖音完整原版) - 未知,103.359375,Pop,纯音乐,2020/5/27,positive,happy,1,0,0
1341,点歌的人 - 吉么哈布,78.30255682,blues,国语,2020/3/21,positive,happy,1,0,0
1342,微笑吧 (DJ版片段) - 香子,129.1992188,hiphop,国语,2020/4/8,positive,happy,1,0,0
1343,两个世界 (DJ版) - 杨小壮,123.046875,Pop,国语,2020/4/29,positive,happy,1,0,0
1344,暗里着迷 - 吉他的天空,89.10290948,metal,粤语,2020/6/5,positive,happy,1,0,0
1345,Seven Sticks of Dynamite - AWOLNATION,143.5546875,Alternative,英语,2018/2/2,negative,happy,1,0,0
1346,一秒变身九尾狐 (DJ版) - 安筱冷,123.046875,Pop,纯音乐,2019/10/10,positive,happy,1,0,0
1347,恨在今天再相遇 - 童丽,103.359375,Pop,粤语,1991/1/8,negative,sad,1,0,0
1348,嚣张 (DJ弹鼓版) - 猫小凯、王雨笙,129.1992188,Dance,英语,2018/4/18,positive,sad,1,0,0
1349,只要为你活一天 - 黄英华,86.1328125,Soundtrack,纯音乐,2004/12/17,positive,sad,1,0,0
1350,동거 - 秋天假期,117.4538352,Pop,韩语,2010/10/7,positive,peaceful,1,0,0
1351,即兴freestyle (Live) - 颜人中、Tizzy T、艾福杰尼、余佳运、Vinida万妮达,112.3471467,blues,,,,happy,1,0,0
1352,我的天空 - 刘至佳,117.4538352,Soundtrack,国语,2013/6/14,positive,happy,1,0,0
1353,阳光彩虹小白马 - 大张伟,95.703125,Pop,国语,2018/5/18,positive,mad,1,0,0
1354,Pop It In 2 - MADE IN HEIGHTS,117.4538352,Pop,英语,2017/3/6,negative,sad,1,0,0
1355,野狼disco - 很美味,99.38401442,Rap/HipHop,国语,2019/9/2,positive,sad,1,0,0
1356,成都 - 李雨婷,184.5703125,blues,国语,2016/12/21,positive,sad,1,0,0
1357,DDU-DU DDU-DU (Japanese Ver.) - BLACKPINK,92.28515625,pop,英语,2020/6/19,,mad,1,0,0
1358,赤伶 - 等什么君,95.703125,hiphop,国语,2018/9/27,negative,happy,1,0,0
1359,18 Mne Uzhe (重置版) - ai8,129.1992188,hiphop,纯音乐,2019/11/14,positive,mad,1,0,0
1360,여행  - 未知,129.1992188,Pop,韩语,2018/5/24,positive,happy,1,0,0
1361,不是所有人都会值得等 - 一只舟,151.99908090000002,Pop,国语,2018/11/4,positive,sad,1,0,0
1362,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad,1,0,0
1363,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad,1,0,0
1364,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad,1,0,0
1365,赤伶 - 等什么君,151.99908090000002,hiphop,国语,2019/7/17,negative,mad,1,0,0
1366,莫问归期 - 蒋雪儿,143.5546875,country,国语,2019/8/22,positive,peaceful,1,0,0
1367,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,国语,2019/8/26,negative,sad,1,0,0
1368,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,国语,2019/8/26,negative,sad,1,0,0
1369,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,,,negative,sad,1,0,0
1370,爱江山更爱美人 (Live) - 小阿枫,151.99908090000002,blues,,,negative,sad,1,0,0
1371,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1372,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1373,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1374,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1375,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1376,你是我永远的痛 (DJ何鹏版) - 陈瑞、崔伟立、何鹏,129.1992188,hiphop,国语,2018/5/30,negative,happy,1,0,0
1377,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy,1,0,0
1378,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy,1,0,0
1379,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy,1,0,0
1380,旧梦一场 (DJ余小磊版) - 未知,129.1992188,hiphop,国语,2020/1/10,negative,happy,1,0,0
1381,男人绝不认输 (DJ版) - 万一,129.1992188,Pop,国语,2016/4/23,negative,mad,1,0,0
1382,男人绝不认输 (DJ版) - 万一,129.1992188,Pop,国语,2016/4/23,negative,mad,1,0,0
1383,大丈夫 (1996爱与交响曲演唱会) - 张学友,103.359375,classical,,,,sad,1,0,0
1384,大丈夫 (1996爱与交响曲演唱会) - 张学友,103.359375,classical,,,,sad,1,0,0
1385,Aku Suka Body Mama Muda (抖音热搜版) - 小猫多鱼,107.6660156,hiphop,英语,2020/6/15,negative,happy,1,0,0
1386,快乐阿拉蕾 - 邵雨涵,129.1992188,Pop,国语,2007/1/1,negative,happy,1,0,0
1387,你是我拒绝别人的理由 (DJ男声版片段) - 小轩,129.1992188,hiphop,国语,2018/10/17,negative,happy,1,0,0
1388,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy,1,0,0
1389,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy,1,0,0
1390,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy,1,0,0
1391,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy,1,0,0
1392,活该 - 谌宥,95.703125,Pop,国语,2020/5/13,negative,happy,1,0,0
1393,你是人间四月天 - 杨小恩,129.1992188,hiphop,国语,2020/3/7,negative,sad,1,0,0
1394,英文慢摇电音节奏舞曲 DJ大瑞 (DJ版) - DJ,129.1992188,hiphop,英语,2020/3/4,negative,happy,1,0,0
1395,我们背对背拥抱 - 未知,129.1992188,rock,,,,peaceful,1,0,0
1396,百花香 (DJ Candy版) - 魏新雨,129.1992188,hiphop,,,positive,happy,1,0,0
1397,百花香 (DJ Candy版) - 魏新雨,129.1992188,hiphop,,,positive,happy,1,0,0
1398,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1399,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1400,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1401,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1402,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1403,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1404,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1405,真的不容易 - 庄心妍,123.046875,Pop,国语,2012/12/11,negative,happy,1,0,0
1406,你啊你啊 - 叶琼琳,123.046875,Pop,国语,2020/6/19,positive,sad,1,0,0
1407,你啊你啊 - 叶琼琳,123.046875,Pop,国语,2020/6/19,positive,sad,1,0,0
1408,你啊你啊 - 叶琼琳,123.046875,Pop,国语,2020/6/19,positive,sad,1,0,0
1409,Walk Thru Fire - Vicetone、Meron Ryan,117.4538352,Dance,英语,2018/8/3,positive,peaceful,1,0,0
1410,回到夏天 (片段) - 爱写歌的小田,129.1992188,hiphop,,,negative,sad,1,0,0
1411,我爱的人 - 小曼,66.25600962,Pop,国语,2019/12/13,negative,peaceful,1,0,0
1412,流年兮 - 夏喘喘,99.38401442,country,其他,2018/5/19,positive,sad,1,0,0
1413,我爱你不问归期 (片段) - 白小白,80.74951172,Pop,国语,2020/4/17,positive,happy,1,0,0
1414,你是我拒绝别人的理由 - 赵霏儿,129.1992188,hiphop,国语,2019/1/30,positive,happy,1,0,0
1415,后会无期 + 情歌王 (DJ版) - 嘉琪先生,135.9991776,Pop,国语,2020/7/2,positive,happy,1,0,0
1416,Masih Mencintainya (片段) - Papinka,95.703125,hiphop,,,,happy,1,0,0
1417,爸爸妈妈 (片段) - 李飘飘,135.9991776,blues,,,,peaceful,1,0,0
1418,安和桥 (片段) - 广东水神,129.1992188,metal,国语,2019/6/8,positive,sad,1,0,0
1419,以嗨治丧 - 新旭,123.046875,hiphop,纯音乐,2019/7/30,positive,happy,1,0,0
1420,Waiting For Love (DJ版) - 沈小3,123.046875,Pop,纯音乐,2020/5/21,positive,peaceful,1,0,0
1421,Kiss Fight - 未知,103.359375,Pop,英语,2017/2/15,positive,happy,1,0,0
1422,我飞翔在乌云之中 (DJ版) - 蒋先生,151.99908090000002,Pop,纯音乐,2020/3/14,positive,sad,1,0,0
1423,你是人间四月天 (弹鼓版) - 敏少,129.1992188,hiphop,,,,sad,1,0,0
1424,记录欢呼时刻 - 黄钰杰,129.1992188,pop,纯音乐,2020/2/18,negative,sad,1,0,0
1425,DEDEDE - Lkeda、AKI S,135.9991776,hiphop,,,,mad,1,0,0
1426,Waiting For Love - 69,123.046875,Pop,英语,2020/4/20,positive,peaceful,1,0,0
1427,舞女 - 龙飘飘,112.3471467,Pop,国语,1998/1/1,negative,happy,1,0,0
1428,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,Pop,韩语,2012/12/21,negative,happy,1,0,0
1429,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,Pop,韩语,2012/12/21,negative,happy,1,0,0
1430,"1,2,3,4 (원,투,쓰리,포) - LEE HI",117.4538352,Pop,韩语,2012/12/21,negative,happy,1,0,0
1431,胖子多棒 (女声版片段) - 网络歌手,107.6660156,hiphop,,,positive,happy,1,0,0
1432,开始懂了 (片段) - 藤竹京,117.4538352,Pop,国语,2020/6/23,,happy,1,0,0
1433,我的天空 (加长版) - 刘至佳,117.4538352,classical,国语,2019/5/23,negative,happy,1,0,0
1434,多年以后 - 黄静美,86.1328125,Pop,国语,2019/6/14,negative,happy,1,0,0
1435,多年以后 - 黄静美,86.1328125,Pop,国语,2019/6/14,negative,happy,1,0,0
1436,微笑吧 (DJ版片段) - 香子,129.1992188,Pop,国语,2020/5/21,positive,happy,1,0,0
1437,惊雷 - 何小林,135.9991776,Pop,国语,2020/4/8,positive,peaceful,1,0,0
1438,我们背对背拥抱 (抖音DJ) - 未知,129.1992188,rock,,,,happy,1,0,0
1439,新壶中天 - 崔子格,92.28515625,Pop,国语,2018/8/13,positive,sad,1,0,0
1440,最最 - 姚慧汶、花草乐园会,135.9991776,Pop,国语,2018/9/14,positive,sad,1,0,0
1441,小行囊 - 马健涛,135.9991776,Pop,国语,2020/6/16,positive,happy,1,0,0
1442,哭砂 (钢琴版) - 赵海洋,143.5546875,Pop,纯音乐,2010/1/1,positive,happy,1,0,0
1443,柴 鱼 の c a l l i n g - 幸子小姐拜托了,112.3471467,Pop,英语,2017/7/30,positive,happy,1,0,0
1444,背对背拥抱 (抖音DJ原版) - 蒋先生,129.1992188,Dance,国语,2020/7/8,,happy,1,0,0
1445,Betsy's Silent Movie - Lluís Coloma,135.9991776,hiphop,其他,2016/9/23,,happy,1,0,0
1446,Earthquake (Jason.c Extended Mix) - Jason.c,123.046875,Pop,纯音乐,2017/6/29,positive,happy,1,0,0
1447,漂洋过海来看你 (DJ版) - 宇霸霸,129.1992188,Pop,国语,2017/4/25,positive,happy,1,0,0
1448,你懂得 (片段) - 阿悠悠,89.10290948,hiphop,国语,2020/6/8,positive,happy,1,0,0
1449,不爱我就别伤害我 - 伤帅、安儿陈,86.1328125,hiphop,国语,2019/8/22,negative,sad,1,0,0
1450,like That (完整DJ原版) - Good正点,99.38401442,blues,,,,happy,1,0,0
1451,Back And Forth (Extended Mix) - 未知,151.99908090000002,Dance,法语,2014/4/25,,mad,1,0,0
1452,다시 너를 (再次见到你) - Mad Clown、金娜英,143.5546875,country,国语,2019/12/26,negative,sad,1,0,0
1453,炸山姑娘 - 刘妍菲,107.6660156,country,,,,mad,1,0,0
1454,漂洋过海来看你 - 宇霸霸,129.1992188,hiphop,国语,2017/3/23,positive,happy,1,0,0
1455,我怎么这么好看 (完整版) - 虞书欣,135.9991776,pop,,,,happy,1,0,0
1456,Party Train - Redfoo,129.1992188,Pop,英语,2016/3/18,negative,happy,1,0,0
1457,万有引力 (DJ版) - 兮姐,123.046875,Pop,纯音乐,2020/3/30,positive,happy,1,0,0
1458,你是我唯一的执着 (片段) - 我叫宣宣,112.3471467,country,国语,2019/9/25,positive,happy,1,0,0
1459,哭砂 - 赵海洋,143.5546875,Pop,国语,1997/12/29,negative,happy,1,0,0
1460,一定的年纪 (片段) - 雅欣跑调大王,117.4538352,hiphop,,,,happy,1,0,0
1461,Okamochi & Jersey - 佐藤直紀,83.35433468,Soundtrack,纯音乐,2005/11/2,positive,sad,1,0,0
1462,晚安 (DJ浪子康、DJ豪大大版) - 浪子康、豪大大、颜人中,112.3471467,blues,其他,2019/8/2,positive,happy,1,0,0
1463,I Love You - 王若琳,123.046875,Pop,英语,2010/3/22,positive,happy,1,0,0
1464,烟花三月 (广场舞) - 龚玥,151.99908090000002,hiphop,,,,sad,1,0,0
1465,关于小熊 - 蛋堡,92.28515625,Pop,国语,2009/7/22,positive,sad,1,0,0
1466,泡沫 - G.E.M.邓紫棋,135.9991776,Pop,国语,2012/7/5,negative,mad,1,0,0
