,bgm,bpm,genre,language,public_time,attitude,emotion,match,like_time,unlike_time
2105,你是我的人 (片段) - 欣宝儿,129.1992188,hiphop,国语,2016/1/1,positive,happy,1,0,0
2106,你的样子 - 小倩,123.046875,Pop,国语,1995/12/1,positive,happy,1,0,0
2107,旧梦一场 (DJ版) - 周森,129.1992188,hiphop,国语,2020/4/22,positive,sad,1,0,0
2108,没有喝够 (DJ何鹏版) - 门小强,129.1992188,hiphop,,,,happy,1,0,0
2109,都来发 - 任静、付笛声、付毫,99.38401442,hiphop,国语,2020/7/3,positive,mad,1,0,0
2110,花好月圆夜 - 门丽、阿郎,95.703125,Pop,国语,2019/9/6,positive,happy,1,0,0
2111,Just Dance - Lady Gaga、Colby O'Donis,99.38401442,hiphop,,,,mad,1,0,0
2112,同样 - 未知,161.49902340000003,Pop,国语,2020/3/19,positive,happy,1,0,0
2113,十分钟带你回顾2018年50首网红歌曲 (下) - 未知,95.703125,hiphop,英语,2011/8/30,,happy,1,0,0
2114,让我做你的眼睛 (热搜版)(DJ小猫多鱼版) - 子芮,129.1992188,Pop,国语,2018/8/27,negative,happy,1,0,0
2115,中文山曲的士高 - DJ,129.1992188,classical,,,,sad,1,0,0
2116,有何不可 (墨佰雪) - 华语群星,99.38401442,hiphop,,,,happy,1,0,0
2117,旧梦一场 - 阿悠悠,129.1992188,hiphop,国语,2020/4/22,negative,sad,1,0,0
2118,同样 - 藤柒吖、十柒qi,129.1992188,hiphop,国语,2020/3/19,positive,happy,1,0,0
2119,旧梦一场 - 周森,129.1992188,hiphop,国语,2020/4/22,positive,sad,1,0,0
2120,赤羚 - 等什么君,95.703125,hiphop,国语,2018/9/27,negative,happy,1,0,0
2121,梦中情人 - 陆正信,143.5546875,rock,,,,peaceful,1,0,0
2122,Party Train (Remix) - DJ.Eivin一文,129.1992188,Dance,英语,2017/10/9,negative,happy,1,0,0
2123,爱情啊 - 侃侃,99.38401442,hiphop,国语,2019/3/25,positive,happy,1,0,0
2124,被风吹过的夏天 - 金莎、林俊杰,135.9991776,Pop,国语,,negative,happy,1,0,0
2125,好人好梦 - 黑鸭子,143.5546875,Pop,国语,2000/10/1,positive,sad,1,0,0
2126,月牙湾 - 刘至佳,86.1328125,Rock,国语,2007/9/28,positive,peaceful,1,0,0
2127,所有精神小伙听令 - 静妹,129.1992188,Dance,国语,2020/6/2,negative,sad,1,0,0
2128,Stay Calm - Ayelle、Calper,78.30255682,Dance,英语,2017/10/20,negative,happy,1,0,0
2129,新欢渡旧爱 (DJ69、DJ肖涵、DJ沈子凡、DJ虞姬版) - 黄静美,129.1992188,Dance,国语,2020/5/25,negative,sad,1,0,0
2130,心上人呀 - 阿悠悠,117.4538352,Pop,国语,2020/6/4,positive,happy,1,0,0
2131,赤伶+人间城 (抖音DJ版) - 涛少君,129.1992188,hiphop,日语,2019/4/11,,peaceful,1,0,0
2132,Peters Rettungsschirm-Auftrag - Gernot Kulis,117.4538352,rock,,,,happy,1,0,0
2133,哦哈哟欧尼酱 - 赵梓婷,151.99908090000002,Dance,纯音乐,2020/6/23,positive,happy,1,0,0
2134,遇见 - 孙燕姿,92.28515625,Pop,国语,2003/8/22,positive,happy,1,0,0
2135,Reality - Lost Frequencies、Janieck Devy,123.046875,Dance,英语,2015/5/22,negative,mad,1,0,0
2136,你看到的我 (DJ版) - 黄勇、任浩铭,129.1992188,hiphop,国语,2019/4/22,negative,happy,1,0,0
2137,我热情如火你冰冻成河 (片段) - Zealot周星星,143.5546875,hiphop,国语,2020/1/10,positive,happy,1,0,0
2138,不变的音乐 (DJ佳楠版) - 王绎龙、DJ佳楠,129.1992188,Pop,国语,2007/8/2,negative,mad,1,0,0
2139,爱要怎么说出口 (女声版片段) - 师硕晗,129.1992188,Pop,国语,1999/11/11,negative,happy,1,0,0
2140,如果寂寞了 (Remix) - 阿光,123.046875,Dance,国语,2014/8/31,negative,happy,1,0,0
2141,如果寂寞了 (DJ版) - 郑晓填,135.9991776,Pop,国语,2018/11/1,positive,happy,1,0,0
2142,如果寂寞了 (DJ版) - 郑晓填,135.9991776,Pop,国语,2018/11/1,positive,happy,1,0,0
2143,一切美好只是昨日沉醉 (DJ版) - 在忠,103.359375,Dance,国语,2020/5/28,positive,peaceful,1,0,0
2144,"我热情似火,你冰冻成河 (DJ冷叶版) - 黄静美",143.5546875,hiphop,纯音乐,2020/3/17,positive,happy,1,0,0
2145,不舍 (片段) - 郑亦辰,123.046875,Rock,国语,2019/4/4,negative,happy,1,0,0
2146,相思 - 紫凌孤君,99.38401442,country,国语,2014/1/1,positive,sad,1,0,0
2147,我已经爱上你 (正式版) - 刘旭阳,89.10290948,pop,国语,2018/7/26,negative,happy,1,0,0
2148,相思 - 紫凌孤君,99.38401442,country,英语,2013/11/11,positive,sad,1,0,0
2149,想你想你想我 - PRC 巴音汗,129.1992188,hiphop,国语,2019/12/21,positive,sad,1,0,0
2150,As If It’s Your Last (像最后一样) - BLACKPINK,123.046875,Pop,日语,2020/5/14,positive,mad,1,0,0
2151,我是不是你最爱的人 - 陈思宇,66.25600962,Pop,国语,2009/3/25,positive,peaceful,1,0,0
2152,I Miss You - 罗百吉、宝贝,89.10290948,Pop,国语,2007/12/28,negative,happy,1,0,0
2153,喵喵帕帕斯 - 何友、支先生,123.046875,Pop,英语,2020/1/20,positive,happy,1,0,0
2154,Fallin Flower (救世主版) - 小猫多鱼,129.1992188,Pop,纯音乐,2020/5/13,positive,happy,1,0,0
2155,Dancing Butterflies - PM Artist Sessions Project,107.6660156,WorldMusic,纯音乐,2011/7/29,positive,sad,1,0,0
2156,都是月亮惹的祸 - 颜妹,129.1992188,rock,,,,mad,1,0,0
2157,有点甜 - By2,103.359375,Pop,国语,2012/7/16,positive,happy,1,0,0
2158,**最火换装卡点 (完整原版) - 苏名哲、腾金涛,129.1992188,pop,,,,happy,1,0,0
2159,年轮 - 汪苏泷,95.703125,metal,国语,2019/9/27,positive,happy,1,0,0
2160,相思 - 叶凡,99.38401442,Pop,国语,2001/12/1,positive,sad,1,0,0
2161,如风过境 - 哎哟蔚蔚,117.4538352,Pop,国语,2017/11/29,positive,peaceful,1,0,0
2162,我爱他 - 王小帅,161.49902340000003,Pop,国语,2009/9/29,positive,sad,1,0,0
2163,只要你爱我 - 未知,129.1992188,hiphop,,,,mad,1,0,0
2164,不配怀念 (抖音完整DJ原版) - 未知,151.99908090000002,Pop,国语,2020/5/26,negative,happy,1,0,0
2165,爱丫爱丫 (慢摇版) - 封茗囧菌,123.046875,country,国语,2016/6/7,negative,mad,1,0,0
2166,堆积情感 - 邝美云,135.9991776,Pop,粤语,1987/7/4,positive,sad,1,0,0
2167,零几年听的情歌 (片段) - 嘻嘻琳,135.9991776,Pop,国语,2020/3/16,positive,sad,1,0,0
2168,野孩子 - 亮声Kie,117.4538352,Pop,粤语,2001/9/22,negative,happy,1,0,0
2169,蓝色海黑色河+灰色轨迹 - 涛少君,129.1992188,hiphop,纯音乐,2020/5/28,positive,happy,1,0,0
2170,不配怀念 - 王摇摆,129.1992188,Dance,国语,2020/3/24,negative,happy,1,0,0
2171,只要你爱我 - HuFeng、南叔,117.4538352,pop,,,,mad,1,0,0
2172,팔레트 - IU、G-DRAGON,103.359375,blues,国语,2019/3/22,positive,happy,1,0,0
2173,拜拜 - 王巨星,89.10290948,hiphop,国语,2019/6/21,negative,happy,1,0,0
2174,Better Now (Simon de Wit Cover) - 未知,117.4538352,Rap/HipHop,英语,2018/4/27,negative,happy,1,0,0
2175,后来 (大合唱版) - 网络歌手,78.30255682,Pop,英语,2018/8/2,positive,happy,1,0,0
2176,听妈妈的话 (改编版片段) - 藤竹京,92.28515625,blues,国语,2019/12/28,,happy,1,0,0
2177,后来 - 网络歌手,129.1992188,Pop,国语,2000/1/7,positive,happy,1,0,0
2178,F.Physical-La Banda (Matt Hanna Bootleg Morello Malt Remix) - 苏静,123.046875,pop,,,,happy,1,0,0
2179,Illusionary Daytime - Shirfine,95.703125,jazz,纯音乐,2019/11/26,positive,sad,1,0,0
2180,听妈妈的话 - 藤竹京,92.28515625,rock,国语,2006/9/5,positive,mad,1,0,0
2181,My Sunset (Original Mix) - Feint,172.265625,Electronica,纯音乐,2011/7/12,positive,sad,1,0,0
2182,사랑했나봐 - BOBBY,92.28515625,country,,,,happy,1,0,0
2183,The anthem (Unreleased Extended Version) - Onra,95.703125,pop,,,,happy,1,0,0
2184,攀娘举牌 (DJ版) - 蒋先生,129.1992188,pop,国语,2020/6/29,,happy,1,0,0
2185,同样 - lambert、Pony Soore、杨胖雨,95.703125,Pop,国语,2020/3/19,positive,happy,1,0,0
2186,大笨钟 - 周杰伦,75.99954044,Pop,国语,2012/12/28,negative,happy,1,0,0
2187,Battle Without Honor Or Humanity - 布袋寅泰,95.703125,pop,纯音乐,2004/3/31,positive,sad,1,0,0
2188,The Sounds Of Silence (纯音乐版) - Bandari,123.046875,NewAge,纯音乐,1998/4/1,positive,mad,1,0,0
2189,盗墓笔记·十年人间 - 昼夜,151.99908090000002,Pop,国语,2018/7/31,positive,sad,1,0,0
2190,深深深深 (Remix) - DJ,129.1992188,Pop,纯音乐,2020/5/21,positive,mad,1,0,0
2191,Trampoline (蹦床) - SHAED,129.1992188,country,,,,happy,1,0,0
2192,一生回味一面 (Live片段) - 阿悠悠,95.703125,Pop,国语,2020/3/29,positive,happy,1,0,0
2193,september (抖音DJ热搜版) - 小猫多鱼,95.703125,Pop,纯音乐,2020/6/18,positive,happy,1,0,0
2194,**最火换装卡点 (完整原版) - 苏名哲,129.1992188,pop,,,,happy,1,0,0
2195,Wake up (Original Mix) - Johnyrighthere,129.1992188,Dance,英语,2014/5/13,,mad,1,0,0
2196,カトラリー (餐具) - しゅーず,95.703125,blues,日语,2019/9/10,positive,mad,1,0,0
2197,当你 - 林俊杰,135.9991776,Pop,国语,2010/12/8,positive,happy,1,0,0
2198,When You Left Me - Stories,112.3471467,pop,英语,2019/2/22,negative,peaceful,1,0,0
2199,Trampoline - SHAED,129.1992188,country,英语,2019/9/26,positive,happy,1,0,0
2200,冬眠 - 辫儿哥哥,129.1992188,Pop,国语,2019/10/28,negative,peaceful,1,0,0
2201,某人 - 汪苏泷,95.703125,metal,国语,2010/11/15,negative,happy,1,0,0
2202,My Sunset - Feint,172.265625,Electronica,纯音乐,2020/2/26,positive,sad,1,0,0
2203,大眼睛 (女声改编DJ版) - 梁红,129.1992188,country,,,,happy,1,0,0
2204,重庆婆婆做腊肉 - 阿鲲,78.30255682,blues,纯音乐,2016/1/7,positive,peaceful,1,0,0
2205,38度6 (改编版) - 音乐盒子,129.1992188,Pop,国语,2020/6/21,,happy,1,0,0
2206,丫蛋蛋 / 崔铭嘉-口是心非（浩宝 remix） - 未知,129.1992188,hiphop,,,,happy,1,0,0
2207,一剪梅 - 费玉清,143.5546875,Pop,国语,2010/4/23,positive,mad,1,0,0
2208,未来式情歌 (片段) - 丫蛋蛋(马启涵)、刘妥妥,135.9991776,Pop,国语,2020/3/20,positive,sad,1,0,0
2209,Hawai 5.0 - The City Of Prague Philharmonic Orchestra,123.046875,hiphop,纯音乐,2012/6/18,positive,mad,1,0,0
2210,お断りします -Dempa ga Tenkomo remix- (我拒绝) - 初音ミク,86.1328125,Pop,日语,2012/1/18,negative,happy,1,0,0
2211,Tes River's Hymn - Nine Treasures,143.5546875,hiphop,蒙语,2013/12/13,positive,mad,1,0,0
2212,园游会 (节目) - 欧阳耀莹,123.046875,blues,,,,peaceful,1,0,0
2213,Buttercup - Jack Stauber,117.4538352,Electronica,英语,2018/12/12,negative,sad,1,0,0
2214,个人简介 - 安全着陆,103.359375,Rap/HipHop,国语,2017/6/18,positive,mad,1,0,0
2215,远帆 - 冯玉,129.1992188,Folk,国语,2018/9/3,negative,peaceful,1,0,0
2216,痴痴地等 - 静婷,80.74951172,Pop,国语,1985/7/1,negative,happy,1,0,0
2217,战斗 - 通往胜利 - 陈致逸,129.1992188,Rock,国语,2011/1/13,positive,happy,1,0,0
2218,May I See U Again (DJ叮当版) - 未知,135.9991776,Dance,国语,2020/6/1,positive,happy,1,0,0
2219,圣诞前夜 - 赵海洋,151.99908090000002,Pop,纯音乐,2013/6/6,positive,peaceful,1,0,0
2220,不舍 (DJ何鹏版) - 郑亦辰、何鹏,129.1992188,Pop,国语,2019/4/4,positive,sad,1,0,0
2221,园游会 - 欧阳耀莹,123.046875,blues,国语,2004/8/3,positive,peaceful,1,0,0
2222,爱自己 - 秦岚,129.1992188,Pop,国语,2013/3/22,negative,happy,1,0,0
2223,это ли счастье - 虞姬、圈妹,103.359375,pop,俄语,2019/4/19,negative,happy,1,0,0
2224,LTMP Reloaded 26 Non Stop Mix - sohail sen、Shankar Mahadevan、Sunidhi Chauhan、Vishal Dadlani,135.9991776,hiphop,,,,sad,1,0,0
2225,做个勇敢的⼩朋友 - 小匠星、杨智羡,92.28515625,hiphop,国语,2020/6/3,negative,happy,1,0,0
2226,不分手的恋爱 - 汪苏泷,172.265625,Pop,国语,2011/9/9,negative,sad,1,0,0
2227,你好坏哦 我好喜欢 - 小张,129.1992188,hiphop,其他,2019/9/9,positive,happy,1,0,0
2228,哥哥妹妹 (广场舞) - 胡小宝、门丽,143.5546875,hiphop,,,,sad,1,0,0
2229,今生最爱 - 王飞,129.1992188,Pop,国语,2014/2/1,negative,happy,1,0,0
2230,瞬间的永恒 (钢琴曲) - 赵海洋,161.49902340000003,Pop,纯音乐,2013/6/6,positive,peaceful,1,0,0
2231,凉凉 (DJ版片段) - 张碧晨、杨宗纬,129.1992188,hiphop,,,,sad,1,0,0
2232,Caged Bird - Alicia Keys,123.046875,blues,,,,sad,1,0,0
2233,Sound of Silence - Emilíana Torrini,143.5546875,country,英语,2016/4/7,negative,peaceful,1,0,0
2234,凉凉 - 张碧晨、杨宗纬,129.1992188,hiphop,国语,2017/2/18,negative,sad,1,0,0
2235,despair - LookedatHerFore,123.046875,hiphop,纯音乐,2019/12/23,positive,mad,1,0,0
2236,兰亭序 - 周杰伦,75.99954044,Pop,国语,2008/10/15,negative,happy,1,0,0
2237,乙女日和 - 虹音,112.3471467,Soundtrack,纯音乐,2009/8/5,positive,peaceful,1,0,0
2238,回家的路 (完整版) - 69,129.1992188,hiphop,纯音乐,2020/3/24,positive,happy,1,0,0
2239,Hyper Confirmed - 未知,123.046875,Rap/HipHop,韩语,2020/7/7,positive,happy,1,0,0
2240,我和你 (Live片段) - 皮卡丘多多,123.046875,blues,国语,2020/6/20,,sad,1,0,0
2241,Bygone Bumps,117.4538352,Pop,纯音乐,2019/5/16,positive,sad,1,0,0
2242,Into the Pavement (Frederik Olufsen Remix) - Turboweekend,143.5546875,metal,,,,happy,1,0,0
2243,Memories(Bring Back You)[Originally Performed by Maroon 5] - Simon Bacille,184.5703125,Pop,纯音乐,2020/7/15,positive,happy,1,0,0
2244,Memories - Maroon 5,184.5703125,Pop,英语,2019/9/20,positive,happy,1,0,0
2245,Summer Summer - C-JET,89.10290948,hiphop,,,,happy,1,0,0
2246,千与千寻 (口琴版片段) - 纯音乐,107.6660156,jazz,,,,peaceful,1,0,0
2247,你是人间四月天 (片段) - 小阿枫,129.1992188,hiphop,国语,2020/4/5,,happy,1,0,0
2248,你是人间四月天 - 小阿枫,117.4538352,blues,国语,2020/7/7,positive,happy,1,0,0
2249,馬鹿ふたり - Key Sounds Label,123.046875,Soundtrack,纯音乐,2005/1/28,positive,mad,1,0,0
2250,Fashion - The Royal Concept,103.359375,Alternative,英语,2015/8/21,positive,happy,1,0,0
2251,挥着翅膀的女孩 (钢琴版) - 王喆,80.74951172,country,,,,happy,1,0,0
2252,放手一搏 (DJ版) - 三郎,135.9991776,Pop,国语,2020/5/1,positive,happy,1,0,0
2253,疯掉 - 袁熙曼,129.1992188,hiphop,,,,mad,1,0,0
2254,阿果吉曲 (最火版) - 未知,123.046875,hiphop,,,,sad,1,0,0
2255,大団円 - 川井憲次,83.35433468,Electronica,国语,2020/6/10,positive,mad,1,0,0
2256,消愁 (吉他女版) - 玉儿,107.6660156,blues,,,,peaceful,1,0,0
2257,My Love - 网络歌手,92.28515625,Pop,英语,2020/7/10,negative,sad,1,0,0
2258,一千零一次我爱你 - 刘亦泽,135.9991776,Pop,国语,2020/4/15,positive,happy,1,0,0
2259,Mojito (片段) - 妖蝠,117.4538352,Pop,国语,2020/6/12,positive,mad,1,0,0
2260,Lego House - Ed Sheeran,161.49902340000003,Pop,英语,2011/9/9,positive,sad,1,0,0
2261,人生天涯路 (DJ版) - 司徒兰芳,129.1992188,Pop,国语,2020/6/9,positive,happy,1,0,0
2262,フンフンギターだよ、らき☆すた - 神前暁,129.1992188,Soundtrack,日语,2007/10/26,positive,happy,1,0,0
2263,没有你的旅程 - 小阿七,107.6660156,Pop,国语,2020/6/23,positive,sad,1,0,0
2264,没有你的旅程 - 小阿七,107.6660156,Pop,国语,2020/6/23,positive,sad,1,0,0
2265,爱的期限 (DJ Candy版) - 祁隆、Candy,129.1992188,hiphop,,,,happy,1,0,0
2266,毗卢遮那佛咒 - 般禅梵唱妙音组,86.1328125,country,泰语,2005/10/1,positive,mad,1,0,0
2267,1초 만에 만나는 방법 (1秒内见面的方法) - 未知,117.4538352,Pop,韩语,2019/8/15,positive,mad,1,0,0
2268,心跳 - 王力宏,57.421875,Pop,国语,2008/12/26,positive,mad,1,0,0
2269,口水说唱上头旋律 (Remix) - 寐加岛,129.1992188,Pop,国语,2020/6/20,,happy,1,0,0
2270,1초 만에 만나는 방법 - 좋아서하는밴드,117.4538352,Pop,韩语,2019/8/15,positive,mad,1,0,0
2271,遥远的你 - 花僮,135.9991776,Pop,国语,2018/12/6,positive,happy,1,0,0
2272,My Love - 最火音乐,92.28515625,Pop,英语,2000/11/6,negative,sad,1,0,0
2273,花海 (翻唱) - 未知,151.99908090000002,Pop,日语,2016/4/22,negative,sad,1,0,0
2274,Falling for U - Peachy!、mxmtoon,161.49902340000003,blues,英语,2017/8/14,positive,peaceful,1,0,0
2275,心墙 (片段) - 火鸡,135.9991776,blues,国语,2020/6/12,positive,peaceful,1,0,0
2276,Monsters (MushrooMRemix) - 敏少、Mushroom,172.265625,rock,,,,happy,1,0,0
2277,布谷鸟 - 安子与九妹,92.28515625,Pop,国语,2017/9/11,positive,happy,1,0,0
2278,男人女人都不醉 (DJ版) - 颜66,129.1992188,Pop,国语,2020/5/19,positive,sad,1,0,0
2279,感谢 - 黑龙,161.49902340000003,Children,国语,2002/11/28,positive,happy,1,0,0
2280,旧梦一场 (DJ新南版) - 阿悠悠,129.1992188,hiphop,国语,2020/3/25,positive,happy,1,0,0
2281,Only Love (Extended Mix) - Deepend,107.6660156,hiphop,,,,happy,1,0,0
2282,Wrap Me In Plastic - CHROMANCE,89.10290948,Dance,英语,2017/10/27,negative,happy,1,0,0
2283,阿果吉曲 - 夜夜笙歌,123.046875,hiphop,国语,2018/10/12,positive,sad,1,0,0
2284,恋愛サーキュレーション (恋爱循环)(Live) - 花澤香菜,107.6660156,blues,,,,happy,1,0,0
2285,Back In Black - AC/DC,92.28515625,Rock,英语,1980/7/25,positive,mad,1,0,0
2286,3Film Festival ~Consultation~ - 緑川光,112.3471467,classical,其他,2011/7/29,negative,happy,1,0,0
2287,墨尔本的翡翠 (Live片段) - 车厘子的车车,112.3471467,Pop,粤语,2003/8/1,positive,sad,1,0,0
2288,追梦人 - 纯音乐,117.4538352,rock,国语,2003/9/1,positive,happy,1,0,0
2289,清新的小女孩(For Ma) - July Tun,71.77734375,country,,,,happy,1,0,0
2290,Travel to the Moon - Various Artists,143.5546875,metal,英语,2001/1/17,negative,happy,1,0,0
2291,牛在飞 - 张冬玲,117.4538352,Pop,国语,2018/1/16,positive,happy,1,0,0
2292,我这一生 (片段) - 小曼,80.74951172,pop,,,,happy,1,0,0
2293,小行囊 (片段) - 马健涛,135.9991776,hiphop,,,,happy,1,0,0
2294,我们一起学土拨鼠叫 (Remix) - 洋洋,135.9991776,Dance,其他,2018/10/9,negative,happy,1,0,0
2295,爱情主演 (DJ何鹏版) - 欧阳尚尚、何鹏,129.1992188,Pop,国语,2018/3/14,negative,happy,1,0,0
2296,春の阳ざし - つじあやの,95.703125,Pop,日语,2003/5/21,,sad,1,0,0
2297,HAVANA+Señorita - Yusee,117.4538352,reggae,英语,2019/6/5,negative,mad,1,0,0
2298,The Sweetest Sounds - Zoot Sims、rune gustafsson,117.4538352,Pop,英语,2015/4/28,,happy,1,0,0
2299,Feels Right (Original Mix) - Estiva、Sarah Russell,129.1992188,Dance,英语,2014/9/8,positive,happy,1,0,0
2300,烟火里的尘埃 (抖音DJ版) - 蒋先生,129.1992188,Dance,国语,2020/7/1,,sad,1,0,0
2301,烟火里的尘埃 (抖音DJ版) - 蒋先生,129.1992188,Dance,国语,2020/7/1,,sad,1,0,0
2302,山里红 - 未知,172.265625,blues,,,,happy,1,0,0
2303,红尘群歌 - 未知,71.77734375,Soundtrack,国语,2018/11/1,positive,happy,1,0,0
2304,像风一样自由 - 谭艳,95.703125,Pop,国语,2014/11/18,positive,mad,1,0,0
2305,透明墙 - 伦咏亮,69.83741554,country,国语,2013/1/1,positive,mad,1,0,0
2306,东西 - 陈嘉琦,172.265625,blues,国语,2019/7/24,positive,sad,1,0,0
2307,卜卦 (咚鼓版) - 小猫多鱼,129.1992188,hiphop,纯音乐,2020/5/18,positive,happy,1,0,0
2308,幸福的味道 - 曾雨轩,112.3471467,Pop,国语,2015/11/25,positive,sad,1,0,0
2309,Ferahnak Saz Semaisi - Mehmet Refik Kaya,86.1328125,WorldMusic,纯音乐,2005/11/12,positive,happy,1,0,0
2310,稻香 - 未知,161.49902340000003,Pop,国语,2008/10/15,positive,happy,1,0,0
2311,Bana Ellerini Ver - Dilan Ekinci,129.1992188,Pop,其他,2018/9/28,positive,happy,1,0,0
2312,听海 (剧场版) - 张惠妹,123.046875,country,,,,happy,1,0,0
2313,我还想她 - 林俊杰,117.4538352,Pop,国语,2008/10/18,negative,happy,1,0,0
2314,爱你的人不会让你哭 - 孙艺琪,112.3471467,hiphop,国语,2019/6/27,positive,happy,1,0,0
2315,赌徒 - 司徒兰芳,135.9991776,Pop,国语,2018/11/17,positive,mad,1,0,0
2316,轻音乐 - 文劲松,89.10290948,EasyListening,纯音乐,2015/4/8,positive,happy,1,0,0
2317,夜空中最亮的星 (贝斯版) - 智仁,86.1328125,reggae,国语,2011/12/31,positive,peaceful,1,0,0
2318,New Project Vol.3 - DJ,129.1992188,Dance,纯音乐,2019/9/13,positive,happy,1,0,0
2319,月半弯好浪漫 (原版) - 蒋先生,129.1992188,Dance,国语,2020/7/13,negative,happy,1,0,0
2320,生生世世爱 - 吴雨霏,151.99908090000002,country,国语,2009/6/18,positive,happy,1,0,0
2321,喜欢你 你随意 - 叶嘉,123.046875,Pop,国语,2020/6/30,negative,peaceful,1,0,0
2322,Spin With You - Emma Sameth、Jeremy Zucker、Wolfe,95.703125,hiphop,英语,2018/12/19,negative,happy,1,0,0
2323,官方回答 (片段) - 安小木,99.38401442,hiphop,国语,2020/7/8,positive,sad,1,0,0
2324,官方回答 (片段) - 田新宇,99.38401442,hiphop,国语,2020/7/24,,sad,1,0,0
2325,万有引力 (枪声版) - 坏小欠,95.703125,metal,,,,mad,1,0,0
2326,我超喜欢你 - 欧阳朵,117.4538352,Pop,国语,2018/9/1,negative,peaceful,1,0,0
2327,官方回答 (片段) - Dollyy,99.38401442,hiphop,国语,2020/7/8,negative,sad,1,0,0
2328,忽然之间 口琴 - 未知,135.9991776,jazz,纯音乐,2020/1/15,positive,peaceful,1,0,0
2329,许多年以后 - 小阿枫,112.3471467,Pop,国语,2014/4/14,positive,sad,1,0,0
2330,怎么爱都爱不够 (片段)(DJ何鹏版) - 崔伟立、孙艺琪,117.4538352,hiphop,,,,happy,1,0,0
2331,小幸运 - 田馥甄,161.49902340000003,Pop,国语,2017/12/31,positive,happy,1,0,0
2332,可愛くなりたい (想变得可爱) - *菜乃,112.3471467,rock,日语,2019/11/14,negative,happy,1,0,0
